,Pollster,State,Date,MoE,Obama (D),Romney (R),Sample,Spread,obama_spread,start_date,end_date
660,PPP (D),MO,8/20 - 8/20,4.4,42.0,52.0,500.0,Romney +10,-10.0,8/20/2012,8/20/2012
661,SurveyUSA,MO,8/9 - 8/12,4.1,44.0,45.0,585.0,Romney +1,-1.0,8/9/2012,8/12/2012
662,Rasmussen Reports,MO,7/30 - 7/30,4.5,44.0,50.0,500.0,Romney +6,-6.0,7/30/2012,7/30/2012
663,Post-Dispatch/Mason-Dixon*,MO,7/23 - 7/25,4.0,42.0,51.0,625.0,Romney +9,-9.0,7/23/2012,7/25/2012
664,WeAskAmerica*,MO,7/24 - 7/24,3.0,40.0,49.0,1172.0,Romney +9,-9.0,7/24/2012,7/24/2012
665,Rasmussen Reports,MO,6/7 - 6/7,4.5,42.0,49.0,500.0,Romney +7,-7.0,6/7/2012,6/7/2012
666,PPP (D),MO,5/24 - 5/27,4.0,45.0,44.0,602.0,Obama +1,1.0,5/24/2012,5/27/2012
667,Rasmussen Reports,MO,4/17 - 4/17,4.5,45.0,48.0,500.0,Romney +3,-3.0,4/17/2012,4/17/2012
668,Rasmussen Reports,MO,3/14 - 3/15,4.5,41.0,50.0,500.0,Romney +9,-9.0,3/14/2012,3/15/2012
669,PPP (D),MO,1/27 - 1/29,4.1,45.0,45.0,582.0,Tie,0.0,1/27/2012,1/29/2012
670,Rasmussen Reports,MO,11/9 - 11/9,4.5,42.0,45.0,500.0,Romney +3,-3.0,11/9/2011,11/9/2011
671,PPP (D),MO,9/9 - 9/12,3.9,43.0,47.0,632.0,Romney +4,-4.0,9/9/2011,9/12/2011
672,PPP (D),MO,4/28 - 5/1,3.9,43.0,45.0,555.0,Romney +2,-2.0,4/28/2011,5/1/2011
673,PPP (D),MO,3/3 - 3/6,4.0,43.0,44.0,612.0,Romney +1,-1.0,3/3/2011,3/6/2011
674,PPP (D),MO,11/29 - 12/1,4.3,41.0,47.0,515.0,Romney +6,-6.0,11/29/2010,12/1/2010
675,Star Tribune/Mason-Dixon*,MN,9/17 - 9/19,3.5,48.0,40.0,800.0,Obama +8,8.0,9/17/2012,9/19/2012
676,PPP (D),MN,9/10 - 9/11,3.4,51.0,44.0,824.0,Obama +7,7.0,9/10/2012,9/11/2012
677,KSTP/SurveyUSA,MN,9/6 - 9/9,4.3,50.0,40.0,551.0,Obama +10,10.0,9/6/2012,9/9/2012
678,KSTP/SurveyUSA,MN,7/17 - 7/19,4.3,46.0,40.0,552.0,Obama +6,6.0,7/17/2012,7/19/2012
679,PPP (D),MN,5/31 - 6/3,3.1,54.0,39.0,973.0,Obama +15,15.0,5/31/2012,6/3/2012
680,KSTP/SurveyUSA,MN,5/9 - 5/10,4.4,52.0,38.0,516.0,Obama +14,14.0,5/9/2012,5/10/2012
681,KSTP/SurveyUSA,MN,1/31 - 2/2,4.3,49.0,36.0,542.0,Obama +13,13.0,1/31/2012,2/2/2012
682,PPP (D),MN,1/21 - 1/22,2.8,51.0,41.0,1236.0,Obama +10,10.0,1/21/2012,1/22/2012
683,KSTP/SurveyUSA,MN,11/2 - 11/6,4.3,45.0,39.0,543.0,Obama +6,6.0,11/2/2011,11/6/2011
685,PPP (D),MN,5/27 - 5/30,2.9,51.0,36.0,1179.0,Obama +15,15.0,5/27/2011,5/30/2011
686,PPP (D),MN,12/4 - 12/5,3.2,47.0,42.0,949.0,Obama +5,5.0,12/4/2010,12/5/2010
687,WeAskAmerica,MI,9/25 - 9/27,3.1,52.0,40.0,1064.0,Obama +12,12.0,9/25/2012,9/27/2012
688,Gravis Marketing,MI,9/21 - 9/22,3.3,50.0,46.0,804.0,Obama +4,4.0,9/21/2012,9/22/2012
689,Rasmussen Reports,MI,9/20 - 9/20,4.5,54.0,42.0,500.0,Obama +12,12.0,9/20/2012,9/20/2012
690,Detroit News,MI,9/15 - 9/17,4.0,52.0,38.0,600.0,Obama +14,14.0,9/15/2012,9/17/2012
691,CNN/Opinion Research,MI,9/14 - 9/18,3.5,52.0,44.0,754.0,Obama +8,8.0,9/14/2012,9/18/2012
692,MRG,MI,9/10 - 9/15,4.0,48.0,42.0,600.0,Obama +6,6.0,9/10/2012,9/15/2012
693,Baydoun/Foster (D),MI,9/12 - 9/12,2.9,46.0,44.0,1156.0,Obama +2,2.0,9/12/2012,9/12/2012
694,EPIC-MRA,MI,9/8 - 9/11,4.5,47.0,37.0,600.0,Obama +10,10.0,9/8/2012,9/11/2012
695,PPP (D),MI,8/31 - 9/2,3.4,51.0,44.0,1001.0,Obama +7,7.0,8/31/2012,9/2/2012
696,EPIC-MRA,MI,8/28 - 8/28,2.6,49.0,46.0,1200.0,Obama +3,3.0,8/28/2012,8/28/2012
697,Mitchell Research,MI,8/23 - 8/23,2.7,47.0,47.0,1277.0,Tie,0.0,8/23/2012,8/23/2012
698,Detroit News,MI,8/18 - 8/20,4.0,48.0,42.0,600.0,Obama +6,6.0,8/18/2012,8/20/2012
699,Baydoun/Foster (D),MI,8/16 - 8/16,2.4,44.0,48.0,1733.0,Romney +4,-4.0,8/16/2012,8/16/2012
700,Mitchell Research,MI,8/13 - 8/13,3.0,49.0,44.0,1079.0,Obama +5,5.0,8/13/2012,8/13/2012
701,EPIC-MRA,MI,7/24 - 7/31,4.0,48.0,42.0,600.0,Obama +6,6.0,7/24/2012,7/31/2012
702,Rasmussen Reports,MI,7/23 - 7/23,4.5,48.0,42.0,500.0,Obama +6,6.0,7/23/2012,7/23/2012
703,Mitchell Research,MI,7/23 - 7/23,3.4,44.0,45.0,825.0,Romney +1,-1.0,7/23/2012,7/23/2012
704,PPP (D),MI,7/21 - 7/23,4.1,53.0,39.0,579.0,Obama +14,14.0,7/21/2012,7/23/2012
705,NBC News/Marist,MI,6/24 - 6/25,3.0,47.0,43.0,1078.0,Obama +4,4.0,6/24/2012,6/25/2012
706,Mitchell Research,MI,6/18 - 6/18,3.6,47.0,46.0,750.0,Obama +1,1.0,6/18/2012,6/18/2012
707,WeAskAmerica,MI,6/18 - 6/18,3.1,43.0,45.0,1010.0,Romney +2,-2.0,6/18/2012,6/18/2012
708,Rasmussen Reports,MI,6/14 - 6/14,4.5,50.0,42.0,500.0,Obama +8,8.0,6/14/2012,6/14/2012
709,Baydoun/Foster (D),MI,6/12 - 6/12,2.3,47.0,46.0,1783.0,Obama +1,1.0,6/12/2012,6/12/2012
710,EPIC-MRA,MI,6/2 - 6/5,4.0,45.0,46.0,600.0,Romney +1,-1.0,6/2/2012,6/5/2012
711,PPP (D),MI,5/24 - 5/27,4.4,53.0,39.0,500.0,Obama +14,14.0,5/24/2012,5/27/2012
712,Glengariff Group (R),MI,5/10 - 5/11,4.0,45.0,40.0,600.0,Obama +5,5.0,5/10/2012,5/11/2012
713,EPIC-MRA,MI,3/31 - 4/3,4.0,47.0,43.0,600.0,Obama +4,4.0,3/31/2012,4/3/2012
714,MRG,MI,3/14 - 3/19,4.0,49.0,42.0,600.0,Obama +7,7.0,3/14/2012,3/19/2012
715,NBC News/Marist,MI,2/19 - 2/20,2.5,51.0,33.0,1546.0,Obama +18,18.0,2/19/2012,2/20/2012
716,PPP (D),MI,2/10 - 2/12,4.1,54.0,38.0,560.0,Obama +16,16.0,2/10/2012,2/12/2012
717,EPIC-MRA,MI,1/21 - 1/25,4.0,48.0,40.0,600.0,Obama +8,8.0,1/21/2012,1/25/2012
718,EPIC-MRA,MI,11/13 - 11/16,4.0,41.0,46.0,600.0,Romney +5,-5.0,11/13/2011,11/16/2011
720,Inside MI Politcs/MRG,MI,9/14 - 9/19,4.0,44.0,44.0,600.0,Tie,0.0,9/14/2012,9/19/2012
721,PPP (D),MI,7/21 - 7/24,4.0,47.0,42.0,593.0,Obama +5,5.0,7/21/2011,7/24/2011
722,EPIC-MRA,MI,7/9 - 7/11,4.0,42.0,46.0,600.0,Romney +4,-4.0,7/9/2011,7/11/2011
723,PPP (D),MI,3/18 - 3/20,4.4,48.0,41.0,502.0,Obama +7,7.0,3/18/2011,3/20/2011
724,EPIC-MRA,MI,2/12 - 2/17,4.0,41.0,46.0,600.0,Romney +5,-5.0,2/12/2011,2/17/2011
725,PPP (D),MI,12/3 - 12/6,2.8,47.0,43.0,1224.0,Obama +4,4.0,12/3/2010,12/6/2010
726,Mason-Dixon,MT,9/17 - 9/19,4.0,42.0,51.0,625.0,Romney +9,-9.0,9/17/2012,9/19/2012
727,PPP (D),MT,9/10 - 9/11,3.8,45.0,50.0,656.0,Romney +5,-5.0,9/10/2012,9/11/2012
728,Rasmussen Reports,MT,8/20 - 8/20,4.5,38.0,55.0,500.0,Romney +17,-17.0,8/20/2012,8/20/2012
729,Rasmussen Reports,MT,6/18 - 6/18,4.5,42.0,51.0,500.0,Romney +9,-9.0,6/18/2012,6/18/2012
730,Rasmussen Reports,MT,5/2 - 5/2,5.0,44.0,51.0,450.0,Romney +7,-7.0,5/2/2012,5/2/2012
731,PPP (D),MT,4/26 - 4/29,3.2,43.0,48.0,934.0,Romney +5,-5.0,4/26/2012,4/29/2012
732,Rasmussen Reports,MT,4/2 - 4/2,4.5,40.0,49.0,500.0,Romney +9,-9.0,4/2/2012,4/2/2012
733,Rasmussen Reports,MT,2/22 - 2/22,4.5,41.0,48.0,500.0,Romney +7,-7.0,2/22/2012,2/22/2012
734,PPP (D),MT,11/28 - 11/30,2.4,40.0,50.0,1625.0,Romney +10,-10.0,11/28/2011,11/30/2011
735,PPP (D),MT,6/16 - 6/19,3.4,41.0,49.0,819.0,Romney +8,-8.0,6/16/2011,6/19/2011
736,PPP (D),MT,11/10 - 11/13,2.9,39.0,50.0,1176.0,Romney +11,-11.0,11/10/2010,11/13/2010
737,PPP (D),MS,11/4 - 11/6,3.5,36.0,54.0,796.0,Romney +18,-18.0,11/4/2011,11/6/2011
738,PPP (D),MS,3/24 - 3/27,3.4,40.0,46.0,817.0,Romney +6,-6.0,3/24/2011,3/27/2011
